elapsed_h,sample,temp_c,internal_c,freq_high,freq_low,fault,timestamp
0.7536786275,3557,1.75,16.5,2032,258806,0,2026-01-03T07:32:34.273752
0.7568453663888889,3558,2.0,16.75,2040,258784,0,2026-01-03T07:32:45.674012
0.7600121158333333,3559,1.75,16.68,2036,258802,0,2026-01-03T07:32:57.074310
0.7631787911111111,3560,1.75,16.62,2042,258820,0,2026-01-03T07:33:08.474341
0.7663454913888889,3561,1.75,16.68,2032,258838,0,2026-01-03T07:33:19.874462
0.7695122013888889,3562,2.0,16.68,2036,258860,0,2026-01-03T07:33:31.274618
0.7726789088888889,3563,1.5,16.62,2058,258892,0,2026-01-03T07:33:42.674765
0.7758457016666667,3564,1.75,16.75,2056,258900,0,2026-01-03T07:33:54.075219
0.7790123872222222,3565,2.0,16.68,2030,258922,0,2026-01-03T07:34:05.475287
0.7821790752777777,3566,1.75,16.62,2060,258952,0,2026-01-03T07:34:16.875364
0.7853457880555555,3567,1.75,16.43,2062,258978,0,2026-01-03T07:34:28.275530
0.7885125033333333,3568,2.0,16.56,2068,258984,0,2026-01-03T07:34:39.675705
0.7916792838888889,3569,1.75,16.56,2034,258988,0,2026-01-03T07:34:51.076115
0.7948459366666667,3570,1.5,16.56,2046,258982,0,2026-01-03T07:35:02.476065
0.7980126663888889,3571,2.0,16.56,2048,259002,0,2026-01-03T07:35:13.876292
0.8011793622222222,3572,1.25,16.56,2046,258964,0,2026-01-03T07:35:25.276397
0.8043460688888889,3573,1.75,16.68,2054,257350,0,2026-01-03T07:35:36.676541
0.8075128183333333,3574,1.75,16.56,2042,256752,0,2026-01-03T07:35:48.076839
0.8106795286111111,3575,1.5,16.62,2004,255418,0,2026-01-03T07:35:59.476996
0.8138463002777778,3576,2.0,16.56,2002,254878,0,2026-01-03T07:36:10.877374
0.8170129636111111,3577,1.75,16.62,1984,253690,0,2026-01-03T07:36:22.277362
0.8201796794444445,3578,1.75,16.68,1990,254208,0,2026-01-03T07:36:33.677539
0.8233463933333334,3579,1.75,16.62,1984,254178,0,2026-01-03T07:36:45.077709
0.8265131572222222,3580,1.75,16.68,1964,254058,0,2026-01-03T07:36:56.478059
0.8296798252777777,3581,1.5,16.62,1948,253970,0,2026-01-03T07:37:07.878064
0.8328465902777777,3582,1.5,16.56,1964,253906,0,2026-01-03T07:37:19.278418
0.8360132513888889,3583,1.75,16.5,1988,253750,0,2026-01-03T07:37:30.678398
0.8391799558333334,3584,1.5,16.5,1992,253588,0,2026-01-03T07:37:42.078534
0.8423468611111111,3585,1.75,16.56,2002,253456,0,2026-01-03T07:37:53.479393
0.845513405,3586,1.75,16.56,1976,253468,0,2026-01-03T07:38:04.878951
0.8486801688888889,3587,2.0,16.56,1978,253120,0,2026-01-03T07:38:16.279301
0.8518468427777778,3588,1.5,16.68,1976,252892,0,2026-01-03T07:38:27.679327
0.8550135730555556,3589,1.75,16.68,1976,252796,0,2026-01-03T07:38:39.079556
0.8581802711111111,3590,1.75,16.68,1970,252702,0,2026-01-03T07:38:50.479669
0.8613470219444445,3591,1.75,16.5,1980,252536,0,2026-01-03T07:39:01.879972
0.8645137347222223,3592,1.75,16.68,1984,252478,0,2026-01-03T07:39:13.280138
0.8676804336111111,3593,1.75,16.62,1972,252328,0,2026-01-03T07:39:24.680254
0.8708471408333334,3594,1.75,16.68,1970,252234,0,2026-01-03T07:39:36.080400
0.8740138469444444,3595,1.75,16.5,1972,252192,0,2026-01-03T07:39:47.480542
0.8771805602777778,3596,2.0,16.68,1974,252094,0,2026-01-03T07:39:58.880710
0.8803472941666667,3597,1.75,16.56,1968,251942,0,2026-01-03T07:40:10.280952
0.8835140569444444,3598,1.75,16.62,1964,251856,0,2026-01-03T07:40:21.681298
0.8866807383333334,3599,1.5,16.56,1970,251812,0,2026-01-03T07:40:33.081351
0.8898474172222223,3600,1.75,16.68,1970,251718,0,2026-01-03T07:40:44.481395
0.8930141402777778,3601,2.0,16.5,1970,251638,0,2026-01-03T07:40:55.881598
0.8961809102777778,3602,1.5,16.5,1990,251482,0,2026-01-03T07:41:07.281970
0.899347565,3603,1.75,16.56,1976,251558,0,2026-01-03T07:41:18.681927
0.9025143422222223,3604,1.75,16.43,1974,251524,0,2026-01-03T07:41:30.082325
0.9056810222222222,3605,2.0,16.75,1980,251478,0,2026-01-03T07:41:41.482373
0.9088477480555556,3606,1.75,16.56,1970,251446,0,2026-01-03T07:41:52.882586
0.9120145002777778,3607,1.75,16.68,1974,251402,0,2026-01-03T07:42:04.282894
0.9151811844444444,3608,2.0,16.5,1972,251338,0,2026-01-03T07:42:15.682957
0.9183478705555556,3609,1.75,16.5,1970,251238,0,2026-01-03T07:42:27.083027
0.9215146063888889,3610,1.75,16.56,1974,251222,0,2026-01-03T07:42:38.483276
0.9246813163888888,3611,1.5,16.5,1970,251138,0,2026-01-03T07:42:49.883432
0.9278480819444445,3612,1.5,16.5,1970,251086,0,2026-01-03T07:43:01.283788
0.9310147677777778,3613,1.5,16.56,1978,251020,0,2026-01-03T07:43:12.683857
0.9341814480555556,3614,1.75,16.5,1988,250976,0,2026-01-03T07:43:24.083906
0.9373482283333333,3615,1.5,16.43,1984,250900,0,2026-01-03T07:43:35.484315
0.9405148886111111,3616,2.0,16.62,1992,250854,0,2026-01-03T07:43:46.884292
0.9436815866666667,3617,1.75,16.37,2008,250828,0,2026-01-03T07:43:58.284405
0.9468483286111111,3618,1.75,16.62,1998,250800,0,2026-01-03T07:44:09.684676
0.9500150469444445,3619,1.75,16.62,1994,250734,0,2026-01-03T07:44:21.084862
0.9531818297222222,3620,1.5,16.5,1988,250692,0,2026-01-03T07:44:32.485280
0.9563485413888889,3621,1.5,16.56,1986,250638,0,2026-01-03T07:44:43.885442
