elapsed_h,sample,temp_c,internal_c,freq_high,freq_low,fault,timestamp
0.0,63,19.5,17.81,3508,290468,0,2026-01-02T20:28:42.145772
0.0031668191666666665,64,19.25,17.56,3506,290522,0,2026-01-02T20:28:53.546321
0.006333701111111111,65,19.0,17.68,3506,290512,0,2026-01-02T20:29:04.947096
0.009500539166666667,66,17.75,17.56,2062,217820,0,2026-01-02T20:29:16.347713
0.012667435,67,16.0,17.56,2108,213642,0,2026-01-02T20:29:27.748538
0.015834261111111112,68,16.25,17.68,2084,214314,0,2026-01-02T20:29:39.149112
0.0190011275,69,16.0,17.56,2224,214008,0,2026-01-02T20:29:50.549831
0.022167966944444444,70,16.25,17.93,2312,213692,0,2026-01-02T20:30:01.950453
0.025334843055555556,71,16.25,17.75,2364,213316,0,2026-01-02T20:30:13.351207
0.028501701666666667,72,16.25,17.75,2400,212956,0,2026-01-02T20:30:24.751898
0.031668553055555555,73,15.75,17.68,2416,212584,0,2026-01-02T20:30:36.152563
0.034835431388888886,74,15.75,17.75,2434,212300,0,2026-01-02T20:30:47.553325
0.03800226138888889,75,15.75,17.5,2456,212108,0,2026-01-02T20:30:58.953913
0.04116910944444444,76,15.75,17.5,2510,211900,0,2026-01-02T20:31:10.354566
0.04433599388888889,77,15.5,17.62,2532,211760,0,2026-01-02T20:31:21.755350
0.04750283194444444,78,15.0,17.56,2540,211626,0,2026-01-02T20:31:33.155967
0.05066968194444445,79,15.25,17.68,2558,211458,0,2026-01-02T20:31:44.556627
0.053836543611111114,80,15.25,17.68,2562,211374,0,2026-01-02T20:31:55.957329
0.057003415555555555,81,15.25,17.56,2564,211302,0,2026-01-02T20:32:07.358068
0.06017028666666667,82,14.75,17.37,2560,211258,0,2026-01-02T20:32:18.758804
0.06333711166666667,83,15.0,17.56,2560,211208,0,2026-01-02T20:32:30.159374
0.06650397166666666,84,14.5,17.5,2562,211150,0,2026-01-02T20:32:41.560070
0.06967082111111111,85,14.75,17.62,2560,211170,0,2026-01-02T20:32:52.960728
0.07283767222222222,86,14.25,17.37,2562,211132,0,2026-01-02T20:33:04.361392
0.07600454361111111,87,14.25,17.5,2562,211096,0,2026-01-02T20:33:15.762129
0.07917138805555556,88,13.75,17.31,2562,211060,0,2026-01-02T20:33:27.162769
0.08233822944444444,89,14.25,17.62,2564,211006,0,2026-01-02T20:33:38.563398
0.085505115,90,14.0,17.62,2564,210960,0,2026-01-02T20:33:49.964186
0.08867195527777778,91,14.0,17.56,2562,210886,0,2026-01-02T20:34:01.364811
0.09183896972222222,92,13.75,17.43,2616,210876,0,2026-01-02T20:34:12.766063
0.09500567777777778,93,13.75,17.43,2632,210818,0,2026-01-02T20:34:24.166212
0.09817254083333334,94,14.0,17.31,2638,210808,0,2026-01-02T20:34:35.566919
0.10133938416666667,95,13.5,17.56,2648,210754,0,2026-01-02T20:34:46.967555
0.10450624083333333,96,13.5,17.56,2654,210692,0,2026-01-02T20:34:58.368239
0.10767308305555555,97,13.25,17.56,2660,210668,0,2026-01-02T20:35:09.768871
0.11083991916666666,98,13.25,17.56,2662,210644,0,2026-01-02T20:35:21.169481
0.11400681083333333,99,13.0,17.56,2660,210606,0,2026-01-02T20:35:32.570291
0.11717367666666667,100,13.0,17.81,2664,210554,0,2026-01-02T20:35:43.971008
0.1203405038888889,101,13.0,17.56,2670,210500,0,2026-01-02T20:35:55.371586
0.1235073811111111,102,13.25,17.87,2674,210488,0,2026-01-02T20:36:06.772344
0.12667423083333335,103,12.75,17.68,2690,210452,0,2026-01-02T20:36:18.173003
0.12984106916666666,104,12.75,17.68,2688,210396,0,2026-01-02T20:36:29.573621
0.13300794277777778,105,12.5,17.62,2690,210392,0,2026-01-02T20:36:40.974366
0.13617478472222222,106,12.25,17.62,2694,210368,0,2026-01-02T20:36:52.374997
0.13934164916666666,107,12.25,18.0,2694,210342,0,2026-01-02T20:37:03.775709
0.14250850333333334,108,11.75,17.62,2696,210274,0,2026-01-02T20:37:15.176384
0.1456753561111111,109,12.5,18.06,2696,210240,0,2026-01-02T20:37:26.577054
0.14884244583333334,110,12.25,17.87,2694,210228,0,2026-01-02T20:37:37.978577
0.15200907194444443,111,12.0,17.93,2698,210214,0,2026-01-02T20:37:49.378431
0.15517592027777777,112,12.25,17.68,2696,210198,0,2026-01-02T20:38:00.779085
0.15834278055555556,113,12.0,18.0,2700,210166,0,2026-01-02T20:38:12.179782
0.1615096252777778,114,11.75,17.68,2698,210152,0,2026-01-02T20:38:23.580423
0.16467647444444444,115,11.75,17.81,2698,210160,0,2026-01-02T20:38:34.981080
0.16784349083333333,116,11.5,17.81,2698,210144,0,2026-01-02T20:38:46.382339
0.1710101775,117,11.25,17.87,2696,210120,0,2026-01-02T20:38:57.782411
0.17417705194444444,118,11.0,17.75,2696,210134,0,2026-01-02T20:39:09.183159
0.17734390305555556,119,11.25,17.75,2698,210124,0,2026-01-02T20:39:20.583823
0.1805109072222222,120,11.5,17.81,2696,210120,0,2026-01-02T20:39:31.985038
0.18367728388888888,121,11.0,17.68,2692,210074,0,2026-01-02T20:39:43.383994
0.1868445225,122,11.0,17.56,2694,210098,0,2026-01-02T20:39:54.786053
0.1900112863888889,123,10.75,17.68,2692,210080,0,2026-01-02T20:40:06.186403
0.19317781833333333,124,10.75,17.75,2692,210070,0,2026-01-02T20:40:17.585918
0.1963449986111111,125,10.75,17.56,2690,210050,0,2026-01-02T20:40:28.987767
0.19951186722222222,126,10.5,17.5,2688,210050,0,2026-01-02T20:40:40.388494
0.20267869833333332,127,10.75,17.62,2690,210046,0,2026-01-02T20:40:51.789086
0.20584523333333332,128,10.25,17.37,2688,210042,0,2026-01-02T20:41:03.188612
0.20901237083333332,129,10.5,17.75,2684,210018,0,2026-01-02T20:41:14.590307
0.21217928666666666,130,10.25,17.68,2682,209986,0,2026-01-02T20:41:25.991204
0.21534585472222223,131,9.5,17.06,2682,209994,0,2026-01-02T20:41:37.390849
0.21851302055555555,132,10.0,17.43,2680,210014,0,2026-01-02T20:41:48.792646
0.22167985305555554,133,10.0,17.56,2678,210000,0,2026-01-02T20:42:00.193243
0.22484667277777778,134,10.0,17.62,2676,209994,0,2026-01-02T20:42:11.593794
0.22801357166666666,135,10.0,17.5,2676,209988,0,2026-01-02T20:42:22.994630
0.2311804063888889,136,10.0,17.43,2672,209992,0,2026-01-02T20:42:34.395235
0.23434715583333332,137,9.5,17.62,2670,209988,0,2026-01-02T20:42:45.795533
0.237514085,138,9.75,17.68,2668,209994,0,2026-01-02T20:42:57.196478
0.24068095555555555,139,9.5,17.31,2668,209998,0,2026-01-02T20:43:08.597212
0.24384782166666666,140,9.25,17.43,2668,209994,0,2026-01-02T20:43:19.997930
0.24701467583333334,141,9.25,17.37,2664,209990,0,2026-01-02T20:43:31.398605
0.2501814952777778,142,9.0,17.06,2662,209958,0,2026-01-02T20:43:42.799155
0.2533484411111111,143,0.0,0.0,2664,209982,1,2026-01-02T20:43:54.200160
0.25651521694444446,144,9.0,17.37,2664,209990,0,2026-01-02T20:44:05.600553
0.2596821891666667,145,9.0,17.37,2660,209978,0,2026-01-02T20:44:17.001653
0.26284892277777777,146,0.0,0.0,2662,209960,1,2026-01-02T20:44:28.401894
0.26601577444444446,147,8.75,17.43,2658,209964,0,2026-01-02T20:44:39.802560
0.2691826494444444,148,9.0,17.5,2654,209964,0,2026-01-02T20:44:51.203310
0.2723484091666667,149,8.25,17.06,2652,209982,0,2026-01-02T20:45:02.600045
0.2755144536111111,150,8.5,17.5,2650,209972,0,2026-01-02T20:45:13.997805
0.2786803497222222,151,8.0,17.12,2650,209968,0,2026-01-02T20:45:25.395031
0.2818462811111111,152,8.0,17.37,2652,210000,0,2026-01-02T20:45:36.792384
0.2850122711111111,153,7.75,17.43,2650,209988,0,2026-01-02T20:45:48.189948
0.28817830972222225,154,7.5,17.31,2648,209982,0,2026-01-02T20:45:59.587687
0.2913443533333333,155,8.0,17.43,2648,209970,0,2026-01-02T20:46:10.985444
0.2945104511111111,156,7.5,17.25,2648,209986,0,2026-01-02T20:46:22.383396
0.2976765488888889,157,7.75,17.25,2644,209988,0,2026-01-02T20:46:33.781348
0.3008426852777778,158,7.0,17.12,2642,209990,0,2026-01-02T20:46:45.179439
