height_um,potential_peak_to_peak_V
453.39,0.010148618826351577
457.20000000000005,0.00975791437242212
461.01000000000005,0.00938225582383066
464.8200000000001,0.009021063952482207
468.6299999999999,0.00867378183571877
472.43999999999994,0.00833987399771106
476.25,0.008018825583905514
480.06000000000006,0.007710141567255379
483.8700000000001,0.007413345985013224
487.6799999999999,0.007127981204909398
491.48999999999995,0.00685360721958596
495.3,0.006589800968199196
499.11000000000007,0.006336155684145519
502.92000000000013,0.0060922802679057525
506.7299999999999,0.005857798684041504
510.53999999999996,0.005632349381414388
514.35,0.005415584735734705
518.1600000000001,0.005207170513580489
521.9700000000001,0.005006785357060898
525.7799999999999,0.004814120288329735
529.5899999999999,0.004628878233185408
533.4,0.004450773563023081
537.21,0.004279531654432974
541.0200000000001,0.004114888465765999
544.8299999999999,0.003956590130014049
548.64,0.0038043925633773233
552.45,0.003658061088915374
556.2600000000001,0.003517370074701643
560.0700000000002,0.003382102585923732
563.8799999999999,0.0032520500503930494
567.6899999999999,0.003127011936948205
571.5,0.003006795446256351
575.3100000000001,0.0028912152135357845
579.1200000000001,0.002780093022741524
582.93,0.002673257531773192
586.74,0.002570544008281576
590.5500000000001,0.002471794075666533
594.3600000000001,0.0023768554688746403
598.1700000000002,0.0022855817996200864
601.9799999999999,0.002197832330666833
605.79,0.00211347175882402
609.6,0.0020323700063200594
613.4100000000001,0.0019544020202337444
617.2200000000001,0.0018794475796731311
621.0299999999999,0.0018073911104049053
624.8399999999999,0.0017381215066484203
628.65,0.001671531959759635
632.46,0.0016075197935408164
636.2700000000001,0.0015459863059220768
640.0799999999999,0.001486836616770641
643.89,0.0014299795215931821
647.7,0.00137532735090566
651.5100000000001,0.0013227958350538241
655.3200000000002,0.0012723039742759557
659.1299999999999,0.0012237739138074972
662.9399999999999,0.001177130823834992
666.75,0.001132302784114249
670.5600000000001,0.0010892206730748108
674.3700000000001,0.001047818061239744
678.18,0.0010080311087964226
681.99,0.0009697984671603527
685.8000000000001,0.0009330611843802749
689.6100000000001,0.0008977626142386803
693.4200000000002,0.0008638483289075839
697.2299999999999,0.0008312660350248799
701.04,0.0007999654930618749
704.85,0.0007698984398576697
708.6600000000001,0.0007410185142009502
712.4700000000001,0.0007132811853444326
716.28,0.0006866436843417477
720.0899999999999,0.0006610649381008832
723.9,0.000636505506052507
727.71,0.0006129275193355146
731.5200000000001,0.0005902946224060314
735.3299999999999,0.0005685719169798366
739.14,0.000547725908221771
742.95,0.0005277244530991594
746.7600000000001,0.0005085367108196084
750.5700000000002,0.0004901330952767646
754.3799999999999,0.00047248522943070244
758.1899999999999,0.00045556590155260477
762.0,0.0004393490232662649
765.8100000000001,0.00042380958932171603
769.6200000000001,0.0004089236390389614
773.43,0.0003946682193623536
777.24,0.00038102134946865686
781.0500000000001,0.0003679619868742195
784.8600000000001,0.0003554699949889975
788.6700000000002,0.00034352611206739955
792.4799999999999,0.00033211192150807764
796.29,0.00032120982345686827
800.1,0.000310803007669098
803.9100000000001,0.0003008754275894089
807.7200000000001,0.0002914117756091379
811.53,0.00028239745946309614
815.34,0.0002738185797293581
819.15,0.00026566190839736226
822.96,0.0002579148684712806
826.7700000000001,0.0002505655145772046
830.5799999999999,0.00024360251454424637
834.39,0.00023701513193115462
838.2,0.0002307932094715017
842.0100000000001,0.00022492715341191618
845.8200000000002,0.00021940791871921225
849.6299999999999,0.00021422699513360476
853.4399999999999,0.00020937639404650657
857.25,0.00020484863618267402
861.0600000000001,0.00020063674006770744
864.8700000000001,0.00019673421126312408
868.68,0.00019313503235240554
872.49,0.00018983365366257793
